Epoch,Train Loss,Validation Loss
1,1.0321802504838726,0.8834945933662192
2,0.4698114234936629,0.8304980392873722
3,0.23073791619244502,0.7713573069250497
4,0.12058294580517707,0.8258932622244758
5,0.06904773387827667,1.133501611921909
6,0.046695033438665524,0.9131374033915736
7,0.027138101038667307,1.1233696184889244
8,0.013381246328430399,1.007581046245394
9,0.008940657749057912,0.9609543228671499
10,0.0051950324682330466,1.0178849066260958
